vac-04,2025-09-06T12:02:47.382109Z,1,4,53,True
vac-05,2025-09-06T12:02:47.382109Z,12,-5,43,False
vac-06,2025-09-06T12:02:47.382109Z,-1,7,71,False
vac-07,2025-09-06T12:02:47.382109Z,6,11,44,False
vac-08,2025-09-06T12:02:47.382109Z,-1,9,70,False
vac-09,2025-09-06T12:02:47.382109Z,10,3,83,True
vac-10,2025-09-06T12:02:47.382109Z,3,-3,59,False
vac-01,2025-09-06T12:02:48.382109Z,0,7,40,False
vac-02,2025-09-06T12:02:48.382109Z,-1,12,59,False
vac-03,2025-09-06T12:02:48.382109Z,1,1,78,True
vac-04,2025-09-06T12:02:48.382109Z,1,4,51,True
vac-05,2025-09-06T12:02:48.382109Z,12,-6,41,False
vac-06,2025-09-06T12:02:48.382109Z,-2,7,70,False
vac-07,2025-09-06T12:02:48.382109Z,5,10,42,False
vac-08,2025-09-06T12:02:48.382109Z,-2,10,69,False
vac-09,2025-09-06T12:02:48.382109Z,10,3,82,True
vac-10,2025-09-06T12:02:48.382109Z,4,-4,57,False
vac-01,2025-09-06T12:02:49.382109Z,1,6,38,False
vac-02,2025-09-06T12:02:49.382109Z,-1,12,58,False
vac-03,2025-09-06T12:02:49.382109Z,1,1,77,True
vac-04,2025-09-06T12:02:49.382109Z,1,3,49,False
vac-05,2025-09-06T12:02:49.382109Z,11,-6,39,False
vac-06,2025-09-06T12:02:49.382109Z,-3,8,68,False
vac-07,2025-09-06T12:02:49.382109Z,6,9,41,False
vac-08,2025-09-06T12:02:49.382109Z,-1,10,67,False
vac-09,2025-09-06T12:02:49.382109Z,11,4,81,False
vac-10,2025-09-06T12:02:49.382109Z,3,-5,56,False
vac-01,2025-09-06T12:02:50.382109Z,1,5,36,False
vac-02,2025-09-06T12:02:50.382109Z,-2,13,56,False
vac-03,2025-09-06T12:02:50.382109Z,1,1,75,True
vac-04,2025-09-06T12:02:50.382109Z,2,4,47,False
vac-05,2025-09-06T12:02:50.382109Z,12,-5,37,False
vac-06,2025-09-06T12:02:50.382109Z,-3,8,66,False
vac-07,2025-09-06T12:02:50.382109Z,7,8,40,False
vac-08,2025-09-06T12:02:50.382109Z,-1,11,65,False
vac-09,2025-09-06T12:02:50.382109Z,11,4,79,False
vac-10,2025-09-06T12:02:50.382109Z,3,-4,54,False
vac-01,2025-09-06T12:02:51.382109Z,1,5,35,False
vac-02,2025-09-06T12:02:51.382109Z,-2,13,54,False
vac-03,2025-09-06T12:02:51.382109Z,1,1,74,True
vac-04,2025-09-06T12:02:51.382109Z,1,3,46,False
vac-05,2025-09-06T12:02:51.382109Z,11,-6,35,False
vac-06,2025-09-06T12:02:51.382109Z,-3,8,65,False
vac-07,2025-09-06T12:02:51.382109Z,6,9,38,False
vac-08,2025-09-06T12:02:51.382109Z,0,10,63,False
vac-09,2025-09-06T12:02:51.382109Z,10,5,77,False
vac-10,2025-09-06T12:02:51.382109Z,2,-3,52,False
vac-01,2025-09-06T12:02:52.382109Z,2,4,33,False
vac-02,2025-09-06T12:02:52.382109Z,-3,12,53,False
vac-03,2025-09-06T12:02:52.382109Z,1,1,73,True
vac-04,2025-09-06T12:02:52.382109Z,1,3,44,True
vac-05,2025-09-06T12:02:52.382109Z,11,-5,33,False
vac-06,2025-09-06T12:02:52.382109Z,-3,9,63,False
vac-07,2025-09-06T12:02:52.382109Z,7,8,37,False
vac-08,2025-09-06T12:02:52.382109Z,-1,11,62,False
vac-09,2025-09-06T12:02:52.382109Z,10,4,76,False
vac-10,2025-09-06T12:02:52.382109Z,1,-4,51,False
vac-01,2025-09-06T12:02:53.382109Z,1,4,32,False
vac-02,2025-09-06T12:02:53.382109Z,-2,11,52,False
vac-03,2025-09-06T12:02:53.382109Z,1,1,72,True
vac-04,2025-09-06T12:02:53.382109Z,1,3,43,True
vac-05,2025-09-06T12:02:53.382109Z,10,-6,31,False
vac-06,2025-09-06T12:02:53.382109Z,-4,9,61,False
vac-07,2025-09-06T12:02:53.382109Z,7,7,35,False
vac-08,2025-09-06T12:02:53.382109Z,-1,11,61,False
vac-09,2025-09-06T12:02:53.382109Z,9,3,75,False
vac-10,2025-09-06T12:02:53.382109Z,1,-4,49,True
vac-01,2025-09-06T12:02:54.382109Z,0,4,31,False
vac-02,2025-09-06T12:02:54.382109Z,-1,11,50,False
vac-03,2025-09-06T12:02:54.382109Z,1,0,70,False
vac-04,2025-09-06T12:02:54.382109Z,1,3,41,True
vac-05,2025-09-06T12:02:54.382109Z,10,-6,29,False
vac-06,2025-09-06T12:02:54.382109Z,-4,10,60,False
vac-07,2025-09-06T12:02:54.382109Z,8,7,34,False
vac-08,2025-09-06T12:02:54.382109Z,-2,10,59,False
vac-09,2025-09-06T12:02:54.382109Z,8,4,73,False
vac-10,2025-09-06T12:02:54.382109Z,1,-4,48,True
vac-01,2025-09-06T12:02:55.382109Z,-1,4,29,False
vac-02,2025-09-06T12:02:55.382109Z,-2,11,48,False
vac-03,2025-09-06T12:02:55.382109Z,0,0,69,False
vac-04,2025-09-06T12:02:55.382109Z,1,3,39,True
vac-05,2025-09-06T12:02:55.382109Z,9,-6,28,False
vac-06,2025-09-06T12:02:55.382109Z,-5,10,58,False
vac-07,2025-09-06T12:02:55.382109Z,8,6,33,False
vac-08,2025-09-06T12:02:55.382109Z,-2,9,57,False
vac-09,2025-09-06T12:02:55.382109Z,7,3,72,False
vac-10,2025-09-06T12:02:55.382109Z,1,-4,46,True
vac-01,2025-09-06T12:02:56.382109Z,-1,4,27,True
vac-02,2025-09-06T12:02:56.382109Z,-3,12,46,False
vac-03,2025-09-06T12:02:56.382109Z,0,-1,68,False
vac-04,2025-09-06T12:02:56.382109Z,1,3,37,True
vac-05,2025-09-06T12:02:56.382109Z,9,-5,26,False
vac-06,2025-09-06T12:02:56.382109Z,-6,9,56,False
vac-07,2025-09-06T12:02:56.382109Z,7,6,32,False
vac-08,2025-09-06T12:02:56.382109Z,-2,10,55,False
vac-09,2025-09-06T12:02:56.382109Z,8,3,71,False
vac-10,2025-09-06T12:02:56.382109Z,1,-4,45,True
vac-01,2025-09-06T12:02:57.382109Z,-1,4,25,True
vac-02,2025-09-06T12:02:57.382109Z,-4,12,44,False
vac-03,2025-09-06T12:02:57.382109Z,-1,-1,66,False
vac-04,2025-09-06T12:02:57.382109Z,1,3,36,True
vac-05,2025-09-06T12:02:57.382109Z,10,-5,24,False
vac-06,2025-09-06T12:02:57.382109Z,-5,10,54,False
vac-07,2025-09-06T12:02:57.382109Z,8,5,30,False
vac-08,2025-09-06T12:02:57.382109Z,-1,10,54,False
vac-09,2025-09-06T12:02:57.382109Z,9,4,70,False
vac-10,2025-09-06T12:02:57.382109Z,1,-4,44,True
vac-01,2025-09-06T12:02:58.382109Z,-1,4,23,True
vac-02,2025-09-06T12:02:58.382109Z,-5,12,43,False
vac-03,2025-09-06T12:02:58.382109Z,-2,0,65,False
vac-04,2025-09-06T12:02:58.382109Z,0,2,34,False
vac-05,2025-09-06T12:02:58.382109Z,9,-4,22,False
vac-06,2025-09-06T12:02:58.382109Z,-4,10,52,False
vac-07,2025-09-06T12:02:58.382109Z,9,4,29,False
vac-08,2025-09-06T12:02:58.382109Z,-2,9,52,False
vac-09,2025-09-06T12:02:58.382109Z,10,3,69,False
vac-10,2025-09-06T12:02:58.382109Z,1,-4,43,True
vac-01,2025-09-06T12:02:59.382109Z,-1,4,21,True
vac-02,2025-09-06T12:02:59.382109Z,-5,13,42,False
vac-03,2025-09-06T12:02:59.382109Z,-3,0,64,False
vac-04,2025-09-06T12:02:59.382109Z,1,1,33,False
vac-05,2025-09-06T12:02:59.382109Z,8,-3,21,False
vac-06,2025-09-06T12:02:59.382109Z,-3,9,50,False
vac-07,2025-09-06T12:02:59.382109Z,9,3,27,False
vac-08,2025-09-06T12:02:59.382109Z,-3,9,51,False
vac-09,2025-09-06T12:02:59.382109Z,10,4,67,False
vac-10,2025-09-06T12:02:59.382109Z,0,-4,41,False
vac-01,2025-09-06T12:03:00.382109Z,0,4,19,False
vac-02,2025-09-06T12:03:00.382109Z,-4,12,40,False
vac-03,2025-09-06T12:03:00.382109Z,-2,0,62,False
vac-04,2025-09-06T12:03:00.382109Z,1,1,32,True
vac-05,2025-09-06T12:03:00.382109Z,8,-3,20,False
vac-06,2025-09-06T12:03:00.382109Z,-4,8,48,False
vac-07,2025-09-06T12:03:00.382109Z,8,2,26,False
vac-08,2025-09-06T12:03:00.382109Z,-4,9,49,False
vac-09,2025-09-06T12:03:00.382109Z,10,3,66,False
vac-10,2025-09-06T12:03:00.382109Z,1,-3,39,False
vac-01,2025-09-06T12:03:01.382109Z,0,4,17,False
vac-02,2025-09-06T12:03:01.382109Z,-3,12,38,False
vac-03,2025-09-06T12:03:01.382109Z,-3,1,60,False
vac-04,2025-09-06T12:03:01.382109Z,1,1,31,True
vac-05,2025-09-06T12:03:01.382109Z,8,-4,18,False
vac-06,2025-09-06T12:03:01.382109Z,-3,8,46,False
vac-07,2025-09-06T12:03:01.382109Z,8,3,24,False
vac-08,2025-09-06T12:03:01.382109Z,-3,10,47,False
vac-09,2025-09-06T12:03:01.382109Z,10,2,64,False
vac-10,2025-09-06T12:03:01.382109Z,0,-3,37,False
vac-01,2025-09-06T12:03:02.382109Z,-1,4,15,False
vac-02,2025-09-06T12:03:02.382109Z,-4,11,36,False
vac-03,2025-09-06T12:03:02.382109Z,-3,0,59,False
vac-04,2025-09-06T12:03:02.382109Z,1,1,30,True
vac-05,2025-09-06T12:03:02.382109Z,9,-3,17,False
vac-06,2025-09-06T12:03:02.382109Z,-3,9,45,False
vac-07,2025-09-06T12:03:02.382109Z,9,4,23,False
vac-08,2025-09-06T12:03:02.382109Z,-2,9,45,False
vac-09,2025-09-06T12:03:02.382109Z,9,3,62,False
vac-10,2025-09-06T12:03:02.382109Z,0,-2,36,False
vac-01,2025-09-06T12:03:03.382109Z,-2,5,14,False
vac-02,2025-09-06T12:03:03.382109Z,-5,10,35,False
vac-03,2025-09-06T12:03:03.382109Z,-3,1,57,False
vac-04,2025-09-06T12:03:03.382109Z,1,1,29,True
vac-05,2025-09-06T12:03:03.382109Z,10,-4,16,False
vac-06,2025-09-06T12:03:03.382109Z,-3,10,44,False
vac-07,2025-09-06T12:03:03.382109Z,10,5,21,False
vac-08,2025-09-06T12:03:03.382109Z,-3,8,44,False
vac-09,2025-09-06T12:03:03.382109Z,8,4,60,False
vac-10,2025-09-06T12:03:03.382109Z,1,-2,34,False
vac-01,2025-09-06T12:03:04.382109Z,-2,4,12,False
vac-02,2025-09-06T12:03:04.382109Z,-5,9,34,False
vac-03,2025-09-06T12:03:04.382109Z,-2,1,56,False
vac-04,2025-09-06T12:03:04.382109Z,1,1,27,True
vac-05,2025-09-06T12:03:04.382109Z,9,-3,14,False
vac-06,2025-09-06T12:03:04.382109Z,-2,11,43,False
vac-07,2025-09-06T12:03:04.382109Z,9,4,20,False
vac-08,2025-09-06T12:03:04.382109Z,-3,9,43,False
vac-09,2025-09-06T12:03:04.382109Z,7,3,58,False
vac-10,2025-09-06T12:03:04.382109Z,2,-2,33,False
vac-01,2025-09-06T12:03:05.382109Z,-1,5,10,False
vac-02,2025-09-06T12:03:05.382109Z,-4,8,32,False
vac-03,2025-09-06T12:03:05.382109Z,-3,1,55,False
vac-04,2025-09-06T12:03:05.382109Z,1,1,25,True
vac-05,2025-09-06T12:03:05.382109Z,9,-3,12,False
vac-06,2025-09-06T12:03:05.382109Z,-3,10,42,False
vac-07,2025-09-06T12:03:05.382109Z,9,3,19,False
vac-08,2025-09-06T12:03:05.382109Z,-4,8,42,False
vac-09,2025-09-06T12:03:05.382109Z,8,2,56,False
vac-10,2025-09-06T12:03:05.382109Z,2,-1,31,False
vac-01,2025-09-06T12:03:06.382109Z,-1,6,9,False
vac-02,2025-09-06T12:03:06.382109Z,-4,8,30,False
vac-03,2025-09-06T12:03:06.382109Z,-3,0,53,False
vac-04,2025-09-06T12:03:06.382109Z,2,2,24,False
vac-05,2025-09-06T12:03:06.382109Z,9,-3,11,True
vac-06,2025-09-06T12:03:06.382109Z,-4,9,40,False
vac-07,2025-09-06T12:03:06.382109Z,8,3,17,False
vac-08,2025-09-06T12:03:06.382109Z,-5,8,41,False
vac-09,2025-09-06T12:03:06.382109Z,9,1,54,False
vac-10,2025-09-06T12:03:06.382109Z,2,-2,30,False
vac-01,2025-09-06T12:03:07.382109Z,0,7,7,False
vac-02,2025-09-06T12:03:07.382109Z,-3,9,28,False
vac-03,2025-09-06T12:03:07.382109Z,-2,0,52,False
vac-04,2025-09-06T12:03:07.382109Z,2,1,22,False
vac-05,2025-09-06T12:03:07.382109Z,9,-3,10,True
vac-06,2025-09-06T12:03:07.382109Z,-5,10,38,False
vac-07,2025-09-06T12:03:07.382109Z,9,4,15,False
vac-08,2025-09-06T12:03:07.382109Z,-4,7,39,False
vac-09,2025-09-06T12:03:07.382109Z,9,0,52,False
vac-10,2025-09-06T12:03:07.382109Z,1,-3,29,False
vac-01,2025-09-06T12:03:08.382109Z,0,7,6,False
vac-02,2025-09-06T12:03:08.382109Z,-2,9,26,False
vac-03,2025-09-06T12:03:08.382109Z,-1,0,50,False
vac-04,2025-09-06T12:03:08.382109Z,1,2,21,False
vac-05,2025-09-06T12:03:08.382109Z,9,-3,9,True
vac-06,2025-09-06T12:03:08.382109Z,-5,9,36,False
vac-07,2025-09-06T12:03:08.382109Z,9,4,13,False
vac-08,2025-09-06T12:03:08.382109Z,-4,7,37,False
vac-09,2025-09-06T12:03:08.382109Z,10,-1,51,False
vac-10,2025-09-06T12:03:08.382109Z,0,-4,27,False
vac-01,2025-09-06T12:03:09.382109Z,1,8,4,False
vac-02,2025-09-06T12:03:09.382109Z,-1,8,25,False
vac-03,2025-09-06T12:03:09.382109Z,-2,-1,49,False
vac-04,2025-09-06T12:03:09.382109Z,0,1,20,False
vac-05,2025-09-06T12:03:09.382109Z,9,-3,8,True
vac-06,2025-09-06T12:03:09.382109Z,-4,8,35,False
vac-07,2025-09-06T12:03:09.382109Z,9,4,11,False
vac-08,2025-09-06T12:03:09.382109Z,-3,8,36,False
vac-09,2025-09-06T12:03:09.382109Z,9,-2,49,False
vac-10,2025-09-06T12:03:09.382109Z,-1,-5,25,False
vac-01,2025-09-06T12:03:10.382109Z,2,8,2,False
vac-02,2025-09-06T12:03:10.382109Z,-1,9,23,False
vac-03,2025-09-06T12:03:10.382109Z,-2,-1,47,False
vac-04,2025-09-06T12:03:10.382109Z,1,0,18,False
vac-05,2025-09-06T12:03:10.382109Z,9,-3,6,True
vac-06,2025-09-06T12:03:10.382109Z,-5,7,34,False
vac-07,2025-09-06T12:03:10.382109Z,8,4,10,False
vac-08,2025-09-06T12:03:10.382109Z,-4,8,35,False
vac-09,2025-09-06T12:03:10.382109Z,9,-3,48,False
vac-10,2025-09-06T12:03:10.382109Z,-1,-4,24,False
vac-01,2025-09-06T12:03:11.382109Z,3,8,1,False
vac-02,2025-09-06T12:03:11.382109Z,0,8,21,False
vac-03,2025-09-06T12:03:11.382109Z,-2,0,45,False
vac-04,2025-09-06T12:03:11.382109Z,1,-1,16,False
vac-05,2025-09-06T12:03:11.382109Z,10,-4,5,False
vac-06,2025-09-06T12:03:11.382109Z,-5,7,33,False
vac-07,2025-09-06T12:03:11.382109Z,7,4,9,False
vac-08,2025-09-06T12:03:11.382109Z,-3,9,34,False
vac-09,2025-09-06T12:03:11.382109Z,8,-2,46,False
vac-10,2025-09-06T12:03:11.382109Z,-2,-4,22,False
vac-01,2025-09-06T12:03:12.382109Z,4,9,0,False
vac-02,2025-09-06T12:03:12.382109Z,0,7,19,False
vac-03,2025-09-06T12:03:12.382109Z,-2,0,44,True
vac-04,2025-09-06T12:03:12.382109Z,0,-2,15,False
vac-05,2025-09-06T12:03:12.382109Z,9,-4,3,False
vac-06,2025-09-06T12:03:12.382109Z,-6,6,32,False
vac-07,2025-09-06T12:03:12.382109Z,6,3,7,False
vac-08,2025-09-06T12:03:12.382109Z,-3,9,33,True
vac-09,2025-09-06T12:03:12.382109Z,8,-2,45,True
vac-10,2025-09-06T12:03:12.382109Z,-3,-3,21,False
vac-01,2025-09-06T12:03:13.382109Z,5,8,0,False
vac-02,2025-09-06T12:03:13.382109Z,-1,6,17,False
vac-03,2025-09-06T12:03:13.382109Z,-2,0,42,True
vac-04,2025-09-06T12:03:13.382109Z,0,-3,14,False
vac-05,2025-09-06T12:03:13.382109Z,9,-5,1,False
vac-06,2025-09-06T12:03:13.382109Z,-7,5,31,False
vac-07,2025-09-06T12:03:13.382109Z,6,2,6,False
vac-08,2025-09-06T12:03:13.382109Z,-3,9,31,True
vac-09,2025-09-06T12:03:13.382109Z,8,-2,44,True
vac-10,2025-09-06T12:03:13.382109Z,-4,-2,20,False
vac-01,2025-09-06T12:03:14.382109Z,5,8,0,True
vac-02,2025-09-06T12:03:14.382109Z,-2,5,16,False
vac-03,2025-09-06T12:03:14.382109Z,-2,0,40,True
vac-04,2025-09-06T12:03:14.382109Z,0,-4,12,False
vac-05,2025-09-06T12:03:14.382109Z,9,-5,0,False
vac-06,2025-09-06T12:03:14.382109Z,-8,5,30,False
vac-07,2025-09-06T12:03:14.382109Z,6,3,5,False
vac-08,2025-09-06T12:03:14.382109Z,-3,9,29,True
vac-09,2025-09-06T12:03:14.382109Z,8,-2,43,True
vac-10,2025-09-06T12:03:14.382109Z,-4,-1,18,False
vac-01,2025-09-06T12:03:15.382109Z,5,8,0,True
vac-02,2025-09-06T12:03:15.382109Z,-3,5,14,False
vac-03,2025-09-06T12:03:15.382109Z,-2,0,38,True
vac-04,2025-09-06T12:03:15.382109Z,1,-5,10,False
vac-05,2025-09-06T12:03:15.382109Z,9,-4,0,False
vac-06,2025-09-06T12:03:15.382109Z,-7,6,28,False
vac-07,2025-09-06T12:03:15.382109Z,6,4,4,False
vac-08,2025-09-06T12:03:15.382109Z,-3,9,28,True
vac-09,2025-09-06T12:03:15.382109Z,8,-2,42,True
vac-10,2025-09-06T12:03:15.382109Z,-5,0,16,False
vac-01,2025-09-06T12:03:16.382109Z,5,8,0,True
vac-02,2025-09-06T12:03:16.382109Z,-4,5,12,False
vac-03,2025-09-06T12:03:16.382109Z,-2,0,37,True
vac-04,2025-09-06T12:03:16.382109Z,1,-5,8,True
vac-05,2025-09-06T12:03:16.382109Z,10,-3,0,False
vac-06,2025-09-06T12:03:16.382109Z,-7,6,26,False
vac-07,2025-09-06T12:03:16.382109Z,6,5,2,False
vac-08,2025-09-06T12:03:16.382109Z,-3,9,27,True
vac-09,2025-09-06T12:03:16.382109Z,8,-1,40,False
vac-10,2025-09-06T12:03:16.382109Z,-5,0,14,False
vac-01,2025-09-06T12:03:17.382109Z,5,8,0,True
vac-02,2025-09-06T12:03:17.382109Z,-4,5,11,False
vac-03,2025-09-06T12:03:17.382109Z,-2,0,36,True
vac-04,2025-09-06T12:03:17.382109Z,1,-5,6,True
vac-05,2025-09-06T12:03:17.382109Z,9,-3,0,False
vac-06,2025-09-06T12:03:17.382109Z,-7,5,24,False
vac-07,2025-09-06T12:03:17.382109Z,7,5,1,False
vac-08,2025-09-06T12:03:17.382109Z,-3,9,25,True
vac-09,2025-09-06T12:03:17.382109Z,8,-1,39,False
vac-10,2025-09-06T12:03:17.382109Z,-5,0,12,False
vac-01,2025-09-06T12:03:18.382109Z,4,7,0,False
vac-02,2025-09-06T12:03:18.382109Z,-5,4,9,False
vac-03,2025-09-06T12:03:18.382109Z,-2,0,34,True
vac-04,2025-09-06T12:03:18.382109Z,1,-5,5,True
vac-05,2025-09-06T12:03:18.382109Z,10,-3,0,False
vac-06,2025-09-06T12:03:18.382109Z,-7,5,22,False
vac-07,2025-09-06T12:03:18.382109Z,8,4,0,False
vac-08,2025-09-06T12:03:18.382109Z,-3,10,23,False
vac-09,2025-09-06T12:03:18.382109Z,7,-1,38,False
vac-10,2025-09-06T12:03:18.382109Z,-6,1,10,False
vac-01,2025-09-06T12:03:19.382109Z,4,7,0,False
vac-02,2025-09-06T12:03:19.382109Z,-4,5,7,False
vac-03,2025-09-06T12:03:19.382109Z,-3,-1,32,False
vac-04,2025-09-06T12:03:19.382109Z,1,-5,3,True
vac-05,2025-09-06T12:03:19.382109Z,10,-2,0,False
vac-06,2025-09-06T12:03:19.382109Z,-7,5,21,False
vac-07,2025-09-06T12:03:19.382109Z,8,5,0,False
vac-08,2025-09-06T12:03:19.382109Z,-4,9,22,False
vac-09,2025-09-06T12:03:19.382109Z,6,0,36,False
vac-10,2025-09-06T12:03:19.382109Z,-7,0,9,False
vac-01,2025-09-06T12:03:20.382109Z,3,6,0,False
vac-02,2025-09-06T12:03:20.382109Z,-5,6,6,False
vac-03,2025-09-06T12:03:20.382109Z,-2,-2,30,False
